time,	LDR,	LED
1000456,	3,	0
1001128,	3,	0
1001832,	4,	0
1002536,	3,	0
1003232,	3,	0
1003936,	4,	0
1004632,	4,	0
1005344,	3,	0
1006048,	4,	0
1006816,	5,	0
1008096,	3,	0
1009368,	3,	0
1010648,	3,	0
1011920,	3,	0
1013192,	3,	0
1014472,	3,	0
1015744,	3,	0
1017016,	4,	0
1018296,	3,	0
1019568,	3,	0
1020848,	4,	0
1022120,	3,	0
1023392,	4,	0
1024672,	3,	0
1025944,	3,	0
1027216,	4,	0
1028496,	3,	0
1029768,	4,	0
1031048,	4,	0
1032320,	3,	0
1033592,	4,	0
1034872,	3,	0
1036144,	3,	0
1037416,	4,	0
1038696,	3,	0
1039968,	3,	0
1041248,	4,	0
1042520,	3,	0
1043792,	3,	0
1045072,	3,	0
1046344,	3,	0
1047624,	4,	0
1048896,	3,	0
1050168,	3,	0
1051448,	3,	0
1052720,	3,	0
1053992,	4,	0
1055272,	3,	0
1056544,	3,	0
1057816,	4,	0
1059096,	3,	0
1060368,	3,	0
1061648,	4,	0
1062920,	3,	0
1064192,	3,	0
1065472,	3,	0
1066744,	3,	0
1068024,	3,	0
1069296,	3,	0
1070568,	3,	0
1071848,	4,	0
1073120,	3,	0
1074392,	4,	0
1075672,	3,	0
1076944,	3,	0
1078224,	3,	0
1079496,	3,	0
1080768,	3,	0
1082048,	4,	0
1083320,	3,	0
1084592,	3,	0
1085872,	3,	0
1087144,	3,	0
1088416,	4,	0
1089696,	3,	0
1090968,	3,	0
1092248,	4,	0
1093520,	3,	0
1094792,	3,	0
1096072,	3,	0
1097344,	3,	0
1098616,	4,	0
1099904,	3,	0
1101168,	3,	0
1102448,	3,	0
1103720,	3,	0
1104992,	4,	0
1106272,	3,	0
1107544,	3,	0
1108816,	4,	0
1110096,	3,	0
1111368,	3,	0
1112648,	3,	0
1113920,	4,	0
1115192,	3,	0
1116472,	3,	0
1117744,	3,	0
1119024,	4,	0
1120296,	3,	0
1121568,	3,	0
1122848,	4,	0
1124120,	3,	0
1125392,	4,	0
1126672,	3,	0
1127944,	3,	0
1129224,	4,	0
1130504,	3,	0
1131768,	3,	0
1133048,	4,	0
1134320,	3,	0
1135592,	3,	0
1136872,	3,	0
1138144,	3,	0
1139424,	4,	0
1140696,	3,	0
1141968,	3,	0
1143248,	4,	0
1144520,	3,	0
1145792,	3,	0
1147072,	3,	0
1148344,	3,	0
1149616,	3,	0
1150896,	3,	0
1152168,	3,	0
1153448,	4,	0
1154720,	3,	0
1155992,	3,	0
1157272,	3,	0
1158544,	3,	0
1159816,	4,	0
1161096,	3,	0
1162368,	3,	0
1163648,	4,	0
1164920,	3,	0
1166192,	4,	0
1167472,	3,	0
1168744,	3,	0
1170016,	4,	0
1171296,	3,	0
1172568,	3,	0
1173848,	3,	0
1175120,	3,	0
1176392,	4,	0
1177672,	3,	0
1178944,	3,	0
1180224,	3,	0
1181496,	2,	0
1182768,	3,	0
1184048,	3,	0
1185320,	4,	0
1186592,	4,	0
1187872,	3,	0
1189144,	3,	0
1190424,	3,	0
1191696,	3,	0
1192968,	3,	0
1194248,	3,	0
1195520,	3,	0
1196792,	4,	0
1198072,	2,	0
1199360,	4,	10
1200704,	4,	10
1202064,	5,	10
1203424,	5,	10
1204784,	6,	10
1206144,	9,	10
1207504,	11,	10
1208952,	12,	10
1210392,	13,	10
1211840,	16,	10
1213288,	18,	10
1214728,	21,	10
1216176,	23,	10
1217624,	25,	10
1219064,	28,	10
1220512,	31,	10
1221952,	33,	10
1223400,	35,	10
1224848,	38,	10
1226288,	41,	10
1227736,	43,	10
1229176,	46,	10
1230624,	48,	10
1232072,	51,	10
1233512,	54,	10
1234960,	54,	10
1236408,	58,	10
1237848,	60,	10
1239296,	63,	10
1240736,	66,	10
1242184,	67,	10
1243632,	70,	10
1245072,	72,	10
1246520,	74,	10
1247968,	76,	10
1249408,	81,	10
1250856,	80,	10
1252296,	82,	10
1253744,	84,	10
1255192,	86,	10
1256632,	88,	10
1258080,	90,	10
1259528,	92,	10
1260968,	94,	10
1262416,	95,	10
1263856,	97,	10
1265304,	99,	10
1266752,	100,	10
1268280,	103,	10
1269808,	104,	10
1271344,	106,	10
1272872,	106,	10
1274400,	109,	10
1275928,	110,	10
1277456,	113,	10
1278992,	114,	10
1280520,	115,	10
1282056,	117,	10
1283584,	118,	10
1285112,	120,	10
1286640,	121,	10
1288168,	123,	10
1289704,	124,	10
1291232,	124,	10
1292760,	126,	10
1294288,	127,	10
1295816,	129,	10
1297352,	130,	10
1298880,	131,	10
1300408,	132,	10
1301936,	134,	10
1303472,	134,	10
1305000,	135,	10
1306528,	137,	10
1308056,	138,	10
1309592,	139,	10
1311120,	139,	10
1312648,	141,	10
1314176,	142,	10
1315712,	142,	10
1317240,	143,	10
1318768,	144,	10
1320296,	146,	10
1321832,	146,	10
1323360,	147,	10
1324888,	148,	10
1326424,	149,	10
1327952,	149,	10
1329480,	149,	10
1331008,	151,	10
1332544,	152,	10
1334072,	152,	10
1335600,	153,	10
1337128,	154,	10
1338664,	155,	10
1340192,	155,	10
1341720,	156,	10
1343248,	157,	10
1344776,	157,	10
1346312,	158,	10
1347840,	158,	10
1349368,	159,	10
1350896,	160,	10
1352432,	160,	10
1353960,	161,	10
1355488,	161,	10
1357024,	162,	10
1358552,	163,	10
1360080,	163,	10
1361608,	163,	10
1363136,	164,	10
1364672,	165,	10
1366200,	165,	10
1367728,	166,	10
1369264,	166,	10
1370792,	167,	10
1372320,	167,	10
1373848,	168,	10
1375384,	168,	10
1376912,	169,	10
1378440,	170,	10
1379968,	170,	10
1381504,	173,	10
1383032,	170,	10
1384568,	174,	10
1386088,	171,	10
1387616,	175,	10
1389152,	172,	10
1390680,	171,	10
1392208,	173,	10
1393736,	174,	10
1395272,	174,	10
1396800,	174,	10
1398328,	175,	10
1399856,	174,	10
1401400,	176,	20
1402920,	176,	20
1404448,	179,	20
1405976,	183,	20
1407512,	186,	20
1409040,	188,	20
1410568,	193,	20
1412104,	196,	20
1413632,	200,	20
1415160,	202,	20
1416688,	206,	20
1418216,	209,	20
1419752,	212,	20
1421280,	215,	20
1422808,	218,	20
1424336,	221,	20
1425872,	222,	20
1427400,	225,	20
1428928,	227,	20
1430464,	229,	20
1431992,	231,	20
1433520,	233,	20
1435048,	235,	20
1436584,	237,	20
1438112,	238,	20
1439640,	239,	20
1441168,	241,	20
1442704,	242,	20
1444232,	244,	20
1445760,	245,	20
1447288,	246,	20
1448816,	248,	20
1450352,	249,	20
1451880,	250,	20
1453408,	251,	20
1454944,	252,	20
1456472,	253,	20
1458000,	254,	20
1459528,	255,	20
1461056,	256,	20
1462592,	256,	20
1464120,	258,	20
1465648,	258,	20
1467184,	259,	20
1468712,	259,	20
1470240,	260,	20
1471768,	261,	20
1473304,	262,	20
1474832,	263,	20
1476360,	263,	20
1477888,	264,	20
1479416,	265,	20
1480952,	265,	20
1482480,	266,	20
1484008,	266,	20
1485536,	267,	20
1487072,	267,	20
1488600,	268,	20
1490128,	268,	20
1491664,	269,	20
1493192,	269,	20
1494720,	269,	20
1496248,	271,	20
1497776,	272,	20
1499312,	271,	20
1500840,	272,	20
1502368,	274,	20
1503904,	272,	20
1505432,	274,	20
1506960,	272,	20
1508488,	275,	20
1510016,	274,	20
1511552,	276,	20
1513080,	274,	20
1514616,	277,	20
1516136,	275,	20
1517672,	277,	20
1519200,	275,	20
1520728,	275,	20
1522256,	277,	20
1523792,	276,	20
1525320,	277,	20
1526848,	276,	20
1528376,	278,	20
1529912,	277,	20
1531440,	278,	20
1532968,	278,	20
1534496,	279,	20
1536032,	278,	20
1537560,	279,	20
1539088,	279,	20
1540616,	281,	20
1542152,	280,	20
1543680,	281,	20
1545208,	281,	20
1546736,	281,	20
1548272,	281,	20
1549800,	282,	20
1551328,	281,	20
1552864,	282,	20
1554392,	282,	20
1555920,	282,	20
1557448,	283,	20
1558984,	283,	20
1560512,	283,	20
1562040,	283,	20
1563568,	283,	20
1565096,	284,	20
1566632,	284,	20
1568160,	284,	20
1569688,	284,	20
1571216,	285,	20
1572752,	285,	20
1574280,	285,	20
1575808,	285,	20
1577344,	286,	20
1578872,	285,	20
1580400,	285,	20
1581928,	286,	20
1583456,	286,	20
1584992,	286,	20
1586520,	286,	20
1588048,	286,	20
1589576,	287,	20
1591112,	286,	20
1592640,	287,	20
1594168,	287,	20
1595696,	288,	20
1597232,	288,	20
1598760,	288,	20
1600288,	288,	20
1601832,	288,	30
1603352,	288,	30
1604880,	290,	30
1606408,	293,	30
1607936,	296,	30
1609472,	299,	30
1611000,	302,	30
1612528,	305,	30
1614064,	307,	30
1615592,	310,	30
1617120,	312,	30
1618648,	315,	30
1620176,	321,	30
1621712,	319,	30
1623240,	323,	30
1624768,	323,	30
1626296,	326,	30
1627832,	326,	30
1629360,	329,	30
1630888,	329,	30
1632424,	332,	30
1633952,	331,	30
1635480,	334,	30
1637008,	334,	30
1638536,	337,	30
1640072,	336,	30
1641600,	338,	30
1643128,	337,	30
1644664,	339,	30
1646192,	338,	30
1647720,	341,	30
1649248,	340,	30
1650776,	340,	30
1652312,	341,	30
1653840,	341,	30
1655368,	342,	30
1656896,	342,	30
1658432,	343,	30
1659960,	343,	30
1661488,	344,	30
1663016,	345,	30
1664552,	345,	30
1666080,	345,	30
1667608,	346,	30
1669136,	346,	30
1670672,	347,	30
1672200,	347,	30
1673728,	348,	30
1675256,	348,	30
1676792,	349,	30
1678320,	348,	30
1679848,	349,	30
1681384,	349,	30
1682912,	349,	30
1684440,	349,	30
1685968,	350,	30
1687496,	351,	30
1689032,	351,	30
1690560,	350,	30
1692088,	351,	30
1693616,	353,	30
1695152,	352,	30
1696680,	352,	30
1698208,	351,	30
1699736,	353,	30
1701272,	352,	30
1702800,	352,	30
1704328,	352,	30
1705856,	353,	30
1707392,	353,	30
1708920,	353,	30
1710448,	353,	30
1711976,	354,	30
1713512,	354,	30
1715040,	354,	30
1716568,	354,	30
1718104,	354,	30
1719632,	354,	30
1721160,	354,	30
1722688,	355,	30
1724216,	355,	30
1725752,	355,	30
1727280,	355,	30
1728808,	356,	30
1730344,	356,	30
1731872,	356,	30
1733400,	356,	30
1734928,	356,	30
1736464,	356,	30
1737992,	356,	30
1739520,	357,	30
1741048,	356,	30
1742576,	357,	30
1744112,	357,	30
1745640,	357,	30
1747168,	357,	30
1748696,	357,	30
1750232,	358,	30
1751760,	357,	30
1753288,	361,	30
1754816,	358,	30
1756352,	361,	30
1757880,	358,	30
1759408,	360,	30
1760936,	359,	30
1762472,	361,	30
1764000,	359,	30
1765528,	361,	30
1767056,	358,	30
1768592,	360,	30
1770120,	358,	30
1771648,	360,	30
1773176,	359,	30
1774720,	360,	30
1776240,	360,	30
1777768,	361,	30
1779304,	359,	30
1780832,	361,	30
1782360,	359,	30
1783888,	359,	30
1785416,	360,	30
1786952,	359,	30
1788480,	360,	30
1790008,	359,	30
1791544,	361,	30
1793072,	359,	30
1794600,	360,	30
1796128,	360,	30
1797656,	361,	30
1799192,	360,	30
1800720,	361,	30
1802264,	360,	40
1803776,	363,	40
1805320,	364,	40
1806840,	367,	40
1808368,	369,	40
1809896,	372,	40
1811432,	374,	40
1812960,	376,	40
1814488,	378,	40
1816024,	380,	40
1817552,	382,	40
1819080,	384,	40
1820608,	385,	40
1822136,	388,	40
1823672,	388,	40
1825200,	390,	40
1826728,	391,	40
1828256,	392,	40
1829792,	393,	40
1831320,	394,	40
1832848,	396,	40
1834376,	397,	40
1835912,	397,	40
1837440,	398,	40
1838968,	398,	40
1840504,	400,	40
1842032,	399,	40
1843560,	400,	40
1845088,	401,	40
1846616,	401,	40
1848152,	401,	40
1849680,	401,	40
1851208,	402,	40
1852736,	402,	40
1854272,	403,	40
1855800,	403,	40
1857328,	405,	40
1858856,	404,	40
1860392,	405,	40
1861920,	405,	40
1863448,	405,	40
1864976,	406,	40
1866512,	404,	40
1868040,	406,	40
1869568,	405,	40
1871096,	409,	40
1872632,	406,	40
1874160,	409,	40
1875688,	406,	40
1877216,	409,	40
1878752,	407,	40
1880280,	410,	40
1881808,	407,	40
1883336,	410,	40
1884872,	408,	40
1886400,	410,	40
1887928,	409,	40
1889464,	411,	40
1890992,	409,	40
1892520,	411,	40
1894048,	409,	40
1895576,	411,	40
1897112,	409,	40
1898640,	411,	40
1900168,	409,	40
1901696,	412,	40
1903232,	410,	40
1904768,	412,	40
1906288,	410,	40
1907824,	412,	40
1909352,	410,	40
1910880,	412,	40
1912408,	411,	40
1913936,	410,	40
1915472,	411,	40
1917000,	410,	40
1918528,	411,	40
1920056,	411,	40
1921592,	411,	40
1923120,	410,	40
1924648,	411,	40
1926176,	411,	40
1927712,	413,	40
1929240,	412,	40
1930768,	413,	40
1932304,	411,	40
1933832,	411,	40
1935368,	412,	40
1936888,	412,	40
1938424,	413,	40
1939952,	412,	40
1941480,	413,	40
1943008,	412,	40
1944544,	412,	40
1946072,	412,	40
1947600,	412,	40
1949128,	412,	40
1950664,	412,	40
1952192,	413,	40
1953720,	412,	40
1955248,	413,	40
1956784,	414,	40
1958312,	413,	40
1959840,	412,	40
1961368,	413,	40
1962904,	413,	40
1964432,	413,	40
1965960,	413,	40
1967488,	414,	40
1969016,	415,	40
1970552,	414,	40
1972080,	413,	40
1973608,	413,	40
1975136,	415,	40
1976672,	414,	40
1978200,	413,	40
1979728,	414,	40
1981256,	414,	40
1982792,	414,	40
1984320,	414,	40
1985848,	414,	40
1987376,	415,	40
1988912,	414,	40
1990440,	414,	40
1991968,	414,	40
1993496,	415,	40
1995032,	414,	40
1996560,	414,	40
1998088,	415,	40
1999616,	415,	40
2001152,	415,	40
2002688,	415,	50
2004208,	418,	50
2005736,	418,	50
2007272,	422,	50
2008800,	422,	50
2010328,	426,	50
2011856,	426,	50
2013392,	430,	50
2014920,	430,	50
2016448,	433,	50
2017976,	434,	50
2019512,	436,	50
2021040,	436,	50
2022568,	439,	50
2024096,	438,	50
2025632,	441,	50
2027160,	440,	50
2028688,	443,	50
2030224,	442,	50
2031752,	444,	50
2033280,	443,	50
2034816,	446,	50
2036344,	444,	50
2037872,	447,	50
2039400,	445,	50
2040928,	448,	50
2042456,	447,	50
2043992,	446,	50
2045520,	447,	50
2047048,	447,	50
2048576,	449,	50
2050112,	447,	50
2051640,	449,	50
2053168,	448,	50
2054696,	449,	50
2056232,	449,	50
2057760,	449,	50
2059288,	450,	50
2060824,	450,	50
2062352,	450,	50
2063880,	451,	50
2065416,	450,	50
2066936,	450,	50
2068472,	450,	50
2070000,	451,	50
2071528,	450,	50
2073064,	452,	50
2074592,	451,	50
2076120,	451,	50
2077648,	451,	50
2079176,	452,	50
2080712,	451,	50
2082240,	452,	50
2083768,	452,	50
2085296,	452,	50
2086832,	452,	50
2088360,	453,	50
2089888,	454,	50
2091416,	454,	50
2092952,	453,	50
2094480,	453,	50
2096008,	453,	50
2097536,	454,	50
2099072,	453,	50
2100600,	454,	50
2102128,	454,	50
2103656,	454,	50
2105192,	454,	50
2106720,	454,	50
2108248,	454,	50
2109784,	454,	50
2111312,	454,	50
2112840,	454,	50
2114368,	454,	50
2115896,	455,	50
2117432,	454,	50
2118960,	455,	50
2120488,	455,	50
2122016,	457,	50
2123552,	454,	50
2125080,	458,	50
2126608,	456,	50
2128144,	458,	50
2129672,	455,	50
2131200,	456,	50
2132728,	455,	50
2134264,	457,	50
2135792,	454,	50
2137320,	458,	50
2138848,	456,	50
2140384,	458,	50
2141912,	455,	50
2143440,	458,	50
2144968,	456,	50
2146496,	458,	50
2148032,	456,	50
2149560,	457,	50
2151088,	455,	50
2152616,	458,	50
2154152,	456,	50
2155680,	457,	50
2157208,	455,	50
2158736,	457,	50
2160272,	455,	50
2161800,	457,	50
2163328,	456,	50
2164864,	457,	50
2166392,	454,	50
2167928,	456,	50
2169448,	455,	50
2170976,	457,	50
2172512,	455,	50
2174040,	454,	50
2175568,	455,	50
2177096,	455,	50
2178632,	456,	50
2180160,	455,	50
2181688,	456,	50
2183216,	456,	50
2184752,	456,	50
2186280,	455,	50
2187808,	457,	50
2189336,	456,	50
2190872,	458,	50
2192400,	457,	50
2193928,	457,	50
2195464,	458,	50
2196992,	457,	50
2198520,	456,	50
2200048,	457,	50
2201576,	457,	50
2203120,	457,	60
2204640,	457,	60
2206168,	458,	60
2207696,	460,	60
2209232,	463,	60
2210760,	464,	60
2212288,	466,	60
2213824,	468,	60
2215352,	469,	60
2216880,	469,	60
2218408,	470,	60
2219936,	472,	60
2221472,	474,	60
2223000,	476,	60
2224528,	476,	60
2226064,	477,	60
2227592,	478,	60
2229120,	478,	60
2230648,	479,	60
2232184,	480,	60
2233712,	481,	60
2235240,	481,	60
2236768,	482,	60
2238296,	482,	60
2239832,	483,	60
2241360,	483,	60
2242888,	486,	60
2244416,	484,	60
2245952,	487,	60
2247480,	484,	60
2249008,	487,	60
2250536,	486,	60
2252072,	488,	60
2253600,	485,	60
2255128,	488,	60
2256656,	488,	60
2258192,	488,	60
2259720,	486,	60
2261248,	489,	60
2262784,	487,	60
2264312,	488,	60
2265840,	486,	60
2267368,	489,	60
2268896,	487,	60
2270432,	489,	60
2271960,	487,	60
2273488,	490,	60
2275016,	488,	60
2276552,	489,	60
2278080,	487,	60
2279608,	490,	60
2281136,	489,	60
2282672,	490,	60
2284200,	488,	60
2285728,	491,	60
2287256,	489,	60
2288792,	490,	60
2290320,	490,	60
2291848,	492,	60
2293384,	489,	60
2294912,	491,	60
2296440,	489,	60
2297976,	491,	60
2299504,	488,	60
2301032,	492,	60
2302560,	489,	60
2304088,	489,	60
2305616,	490,	60
2307152,	489,	60
2308680,	488,	60
2310208,	488,	60
2311744,	489,	60
2313272,	488,	60
2314800,	488,	60
2316328,	489,	60
2317856,	490,	60
2319392,	489,	60
2320920,	490,	60
2322448,	487,	60
2323976,	489,	60
2325512,	488,	60
2327040,	489,	60
2328568,	489,	60
2330096,	490,	60
2331632,	489,	60
2333160,	489,	60
2334688,	489,	60
2336224,	490,	60
2337752,	490,	60
2339280,	490,	60
2340808,	490,	60
2342344,	490,	60
2343872,	489,	60
2345400,	490,	60
2346928,	490,	60
2348464,	490,	60
2349992,	490,	60
2351520,	491,	60
2353048,	490,	60
2354576,	491,	60
2356112,	490,	60
2357640,	492,	60
2359168,	491,	60
2360696,	492,	60
2362232,	491,	60
2363760,	491,	60
2365288,	490,	60
2366816,	490,	60
2368352,	490,	60
2369880,	491,	60
2371408,	491,	60
2372944,	491,	60
2374472,	492,	60
2376000,	493,	60
2377528,	491,	60
2379056,	493,	60
2380592,	491,	60
2382120,	493,	60
2383648,	491,	60
2385176,	494,	60
2386712,	491,	60
2388240,	493,	60
2389768,	491,	60
2391304,	494,	60
2392832,	491,	60
2394360,	494,	60
2395888,	491,	60
2397424,	494,	60
2398952,	492,	60
2400480,	493,	60
2402008,	492,	60
2403552,	494,	70
2405072,	492,	70
2406600,	495,	70
2408128,	495,	70
2409656,	499,	70
2411192,	499,	70
2412720,	502,	70
2414248,	501,	70
2415776,	505,	70
2417312,	504,	70
2418840,	507,	70
2420368,	506,	70
2421896,	510,	70
2423432,	510,	70
2424960,	512,	70
2426488,	511,	70
2428024,	511,	70
2429552,	511,	70
2431080,	512,	70
2432608,	511,	70
2434136,	512,	70
2435672,	512,	70
2437200,	512,	70
2438728,	513,	70
2440264,	513,	70
2441792,	513,	70
2443320,	513,	70
2444848,	514,	70
2446384,	514,	70
2447912,	515,	70
2449440,	514,	70
2450968,	515,	70
2452504,	515,	70
2454032,	516,	70
2455560,	515,	70
2457088,	516,	70
2458616,	516,	70
2460152,	516,	70
2461680,	516,	70
2463208,	516,	70
2464736,	517,	70
2466272,	517,	70
2467800,	516,	70
2469328,	517,	70
2470856,	517,	70
2472392,	517,	70
2473920,	517,	70
2475448,	518,	70
2476976,	517,	70
2478512,	518,	70
2480040,	518,	70
2481568,	518,	70
2483096,	518,	70
2484632,	518,	70
2486160,	518,	70
2487688,	518,	70
2489216,	519,	70
2490752,	518,	70
2492280,	518,	70
2493808,	521,	70
2495336,	519,	70
2496872,	521,	70
2498400,	518,	70
2499928,	521,	70
2501456,	519,	70
2502992,	523,	70
2504520,	518,	70
2506048,	522,	70
2507576,	519,	70
2509112,	521,	70
2510640,	519,	70
2512168,	522,	70
2513696,	520,	70
2515232,	522,	70
2516760,	518,	70
2518288,	521,	70
2519816,	521,	70
2521352,	520,	70
2522880,	518,	70
2524408,	520,	70
2525936,	519,	70
2527472,	521,	70
2529000,	519,	70
2530528,	521,	70
2532064,	519,	70
2533592,	521,	70
2535120,	520,	70
2536648,	521,	70
2538176,	520,	70
2539712,	522,	70
2541240,	520,	70
2542768,	522,	70
2544296,	520,	70
2545832,	522,	70
2547360,	520,	70
2548888,	522,	70
2550416,	520,	70
2551952,	522,	70
2553480,	520,	70
2555008,	522,	70
2556536,	520,	70
2558080,	522,	70
2559600,	520,	70
2561128,	522,	70
2562656,	520,	70
2564192,	522,	70
2565720,	520,	70
2567248,	520,	70
2568776,	520,	70
2570312,	520,	70
2571840,	520,	70
2573368,	519,	70
2574904,	520,	70
2576432,	520,	70
2577960,	520,	70
2579488,	520,	70
2581016,	521,	70
2582552,	520,	70
2584080,	520,	70
2585608,	520,	70
2587144,	520,	70
2588680,	521,	70
2590200,	521,	70
2591728,	521,	70
2593256,	520,	70
2594792,	520,	70
2596320,	520,	70
2597848,	520,	70
2599376,	520,	70
2600912,	520,	70
2602440,	520,	70
2603984,	520,	80
2605504,	521,	80
2607032,	522,	80
2608560,	524,	80
2610088,	526,	80
2611616,	528,	80
2613152,	528,	80
2614680,	532,	80
2616208,	531,	80
2617744,	535,	80
2619272,	533,	80
2620800,	536,	80
2622328,	535,	80
2623856,	538,	80
2625392,	536,	80
2626920,	539,	80
2628448,	537,	80
2629984,	540,	80
2631512,	538,	80
2633040,	541,	80
2634568,	539,	80
2636104,	542,	80
2637632,	539,	80
2639160,	542,	80
2640688,	540,	80
2642216,	543,	80
2643752,	541,	80
2645280,	543,	80
2646808,	541,	80
2648336,	544,	80
2649872,	541,	80
2651400,	543,	80
2652928,	541,	80
2654456,	544,	80
2655992,	543,	80
2657520,	545,	80
2659048,	543,	80
2660576,	544,	80
2662112,	543,	80
2663640,	543,	80
2665168,	542,	80
2666704,	544,	80
2668232,	542,	80
2669760,	544,	80
2671288,	542,	80
2672816,	545,	80
2674352,	543,	80
2675880,	544,	80
2677408,	543,	80
2678936,	545,	80
2680472,	543,	80
2682000,	545,	80
2683528,	543,	80
2685064,	545,	80
2686592,	543,	80
2688128,	545,	80
2689648,	543,	80
2691184,	546,	80
2692712,	544,	80
2694240,	546,	80
2695768,	544,	80
2697296,	543,	80
2698832,	544,	80
2700360,	543,	80
2701888,	544,	80
2703416,	544,	80
2704952,	544,	80
2706480,	543,	80
2708008,	544,	80
2709536,	544,	80
2711072,	544,	80
2712600,	543,	80
2714128,	544,	80
2715656,	544,	80
2717192,	544,	80
2718728,	544,	80
2720248,	544,	80
2721776,	544,	80
2723312,	546,	80
2724840,	544,	80
2726368,	544,	80
2727896,	544,	80
2729432,	543,	80
2730960,	543,	80
2732488,	544,	80
2734016,	544,	80
2735552,	544,	80
2737080,	544,	80
2738608,	544,	80
2740144,	544,	80
2741672,	546,	80
2743200,	544,	80
2744728,	547,	80
2746264,	544,	80
2747792,	547,	80
2749320,	544,	80
2750848,	547,	80
2752376,	545,	80
2753912,	547,	80
2755440,	544,	80
2756968,	547,	80
2758496,	545,	80
2760032,	547,	80
2761560,	545,	80
2763088,	547,	80
2764624,	545,	80
2766152,	547,	80
2767680,	545,	80
2769208,	547,	80
2770744,	545,	80
2772272,	548,	80
2773800,	545,	80
2775328,	547,	80
2776856,	546,	80
2778392,	548,	80
2779920,	545,	80
2781448,	547,	80
2782976,	546,	80
2784512,	547,	80
2786040,	545,	80
2787568,	548,	80
2789096,	545,	80
2790632,	547,	80
2792160,	545,	80
2793688,	547,	80
2795224,	546,	80
2796752,	547,	80
2798280,	545,	80
2799808,	547,	80
2801336,	546,	80
2802872,	548,	80
2804408,	545,	90
2805928,	548,	90
2807456,	547,	90
2808992,	551,	90
2810520,	550,	90
2812048,	554,	90
2813584,	553,	90
2815112,	556,	90
2816640,	555,	90
2818176,	558,	90
2819704,	557,	90
2821240,	561,	90
2822760,	559,	90
2824288,	560,	90
2825816,	560,	90
2827352,	559,	90
2828880,	560,	90
2830408,	559,	90
2831936,	560,	90
2833472,	560,	90
2835000,	561,	90
2836528,	560,	90
2838064,	561,	90
2839592,	561,	90
2841120,	562,	90
2842648,	562,	90
2844176,	562,	90
2845712,	562,	90
2847240,	562,	90
2848776,	562,	90
2850296,	563,	90
2851832,	563,	90
2853360,	563,	90
2854888,	563,	90
2856416,	564,	90
2857952,	564,	90
2859480,	564,	90
2861008,	564,	90
2862536,	565,	90
2864072,	564,	90
2865600,	567,	90
2867128,	564,	90
2868656,	567,	90
2870192,	564,	90
2871720,	567,	90
2873248,	564,	90
2874784,	567,	90
2876312,	564,	90
2877840,	567,	90
2879368,	564,	90
2880904,	567,	90
2882432,	565,	90
2883960,	567,	90
2885488,	564,	90
2887024,	569,	90
2888552,	566,	90
2890080,	568,	90
2891608,	565,	90
2893136,	568,	90
2894672,	565,	90
2896200,	566,	90
2897728,	564,	90
2899264,	567,	90
2900792,	565,	90
2902320,	567,	90
2903848,	565,	90
2905376,	568,	90
2906912,	565,	90
2908440,	567,	90
2909968,	566,	90
2911496,	569,	90
2913032,	566,	90
2914560,	567,	90
2916088,	565,	90
2917616,	568,	90
2919152,	565,	90
2920680,	568,	90
2922208,	566,	90
2923744,	567,	90
2925272,	565,	90
2926800,	568,	90
2928328,	566,	90
2929856,	569,	90
2931392,	566,	90
2932920,	569,	90
2934448,	567,	90
2935976,	569,	90
2937512,	565,	90
2939040,	567,	90
2940568,	565,	90
2942096,	568,	90
2943632,	565,	90
2945160,	567,	90
2946688,	565,	90
2948224,	568,	90
2949752,	566,	90
2951288,	568,	90
2952808,	567,	90
2954344,	569,	90
2955872,	567,	90
2957400,	565,	90
2958928,	565,	90
2960456,	565,	90
2961992,	566,	90
2963520,	565,	90
2965048,	566,	90
2966576,	566,	90
2968112,	566,	90
2969640,	565,	90
2971168,	566,	90
2972704,	565,	90
2974232,	566,	90
2975760,	565,	90
2977288,	566,	90
2978824,	566,	90
2980352,	566,	90
2981880,	566,	90
2983408,	566,	90
2984944,	566,	90
2986472,	568,	90
2988000,	567,	90
2989528,	566,	90
2991064,	565,	90
2992592,	566,	90
2994120,	565,	90
2995648,	569,	90
2997176,	567,	90
2998712,	569,	90
3000240,	566,	90
3001768,	569,	90
3003296,	567,	90
3004840,	569,	100
3006448,	566,	100
3008064,	568,	100
3009672,	572,	100
3011288,	571,	100
3012904,	575,	100
3014520,	574,	100
3016136,	577,	100
3017752,	575,	100
3019368,	578,	100
3020976,	581,	100
3022592,	578,	100
3024208,	580,	100
3025824,	578,	100
3027440,	579,	100
3029056,	579,	100
3030672,	580,	100
3032288,	583,	100
3033896,	581,	100
3035512,	584,	100
3037128,	581,	100
3038744,	583,	100
3040360,	583,	100
3041976,	581,	100
3043592,	584,	100
3045208,	582,	100
3046816,	585,	100
3048432,	582,	100
3050048,	583,	100
3051664,	584,	100
3053280,	584,	100
3054896,	586,	100
3056512,	582,	100
3058128,	585,	100
3059744,	582,	100
3061352,	583,	100
3062968,	585,	100
3064584,	583,	100
3066200,	586,	100
3067816,	583,	100
3069432,	584,	100
3071048,	583,	100
3072656,	584,	100
3074272,	586,	100
3075888,	584,	100
3077504,	586,	100
3079120,	583,	100
3080736,	584,	100
3082360,	586,	100
3083968,	584,	100
3085576,	588,	100
3087192,	585,	100
3088808,	586,	100
3090424,	583,	100
3092040,	584,	100
